place, population, pct_under_18, pct_between_18_64, pct_over 64, male_female_ratio
Boulder Creek CDP;6725.0;28.5;66.1;5.4;106.0
Lake Arrowhead CDP;6539.0;30.1;61.2;8.7;104.4
Ione city;6516.0;11.0;84.6;4.3;593.4
El Rio CDP;6419.0;31.0;59.4;9.6;107.8
Interlaken CDP;6404.0;32.9;59.7;7.4;103.4
El Dorado Hills CDP;6395.0;31.7;62.1;6.2;97.5
August CDP;6376.0;27.0;59.8;13.2;97.7
Ladera Heights CDP;6316.0;17.2;63.2;19.7;83.5
Villa Park city;6299.0;23.7;69.4;7.0;96.0
Farmersville city;6235.0;39.2;52.2;8.6;97.6
La Habra Heights city;6226.0;22.4;65.5;12.1;98.4
Blackhawk CDP;6199.0;28.2;67.7;4.1;101.1
Oceano CDP;6169.0;29.3;59.3;11.4;99.5
Fort Bragg city;6078.0;25.1;58.8;16.1;88.1
Kentfield CDP;6030.0;20.1;63.2;16.7;91.0
Willows city;5988.0;32.5;54.5;13.0;90.5
Lucas Valley-Marinwood CDP;5982.0;24.1;65.5;10.4;87.3
Boyes Hot Springs CDP;5973.0;25.3;63.6;11.1;101.2
Vandenberg Village CDP;5971.0;21.9;61.7;16.4;91.7
California City city;5955.0;31.3;60.4;8.2;102.6
Cherry Valley CDP;5945.0;21.2;53.5;25.3;88.6
Opal Cliffs CDP;5940.0;17.9;68.1;14.0;99.5
Chowchilla city;5930.0;28.8;53.6;17.5;86.8
East Pasadena CDP;5910.0;23.6;61.9;14.5;97.0
Taft city;5902.0;26.8;60.1;13.1;97.6
Earlimart CDP;5881.0;42.3;51.8;5.9;107.7
Corning city;5870.0;31.4;53.2;15.4;84.3
Tehachapi city;5791.0;30.4;57.0;12.6;95.6
East Porterville CDP;5790.0;36.7;53.7;9.6;103.6
Emeryville city;5740.0;12.5;78.7;8.7;98.1
Cotati city;5714.0;26.4;67.0;6.6;87.7
Alta Sierra CDP;5709.0;23.0;56.3;20.7;94.9
Bonadelle Ranchos-Madera Ranchos CDP;5705.0;34.5;60.4;5.1;98.9
Loomis town;5705.0;28.9;61.1;10.0;99.0
Woodlake city;5678.0;37.4;53.8;8.8;102.4
Mentone CDP;5675.0;29.3;59.2;11.5;91.5
Thermalito CDP;5646.0;27.0;54.6;18.4;89.8
Palm Desert Country CDP;5626.0;16.4;61.1;22.5;89.2
Orange Cove city;5604.0;39.1;54.8;6.1;122.8
March AFB CDP;5523.0;26.5;68.5;5.0;174.6
Orosi CDP;5486.0;35.4;55.6;9.0;121.4
Guadalupe city;5479.0;37.1;55.0;7.8;106.2
West Compton CDP;5451.0;29.2;62.2;8.6;86.9
Kerman city;5448.0;35.7;54.6;9.7;92.5
Golden Hills CDP;5423.0;37.6;57.1;5.3;101.3
Cambria CDP;5382.0;17.4;58.2;24.4;89.4
Twin Lakes CDP;5379.0;17.1;68.0;14.9;95.4
Big Bear Lake city;5351.0;23.2;63.3;13.5;101.5
Discovery Bay CDP;5351.0;21.0;72.4;6.6;104.0
Felton CDP;5350.0;25.6;64.5;9.9;99.7
Castroville CDP;5272.0;37.5;56.5;6.0;107.5
Palermo CDP;5260.0;26.5;56.9;16.6;93.6
Madera Acres CDP;5245.0;37.7;58.1;4.3;100.2
Needles city;5191.0;29.6;53.9;16.5;89.5
Lakeland Village CDP;5159.0;27.4;61.0;11.6;104.8
Del Monte Forest CDP;5069.0;13.2;54.1;32.7;88.4
Orland city;5052.0;30.4;52.7;16.9;85.0
Woodside town;5035.0;19.7;65.8;14.6;95.3
Willits city;5027.0;31.0;55.4;13.6;87.0
Tara Hills CDP;4998.0;23.6;68.7;7.7;95.9
St. Helena city;4990.0;21.3;53.6;25.1;83.8
Mayflower Village CDP;4978.0;23.4;60.2;16.4;87.7
Kensington CDP;4974.0;16.1;61.4;22.5;87.5
Colusa city;4934.0;30.5;57.6;11.9;98.3
Cloverdale city;4924.0;28.6;57.6;13.7;97.6
Big Bear City CDP;4920.0;30.5;58.8;10.7;92.6
Burbank CDP;4902.0;22.1;65.8;12.1;96.5
Del Mar city;4860.0;12.3;75.8;11.9;104.3
Holtville city;4820.0;35.2;55.2;9.6;88.4
Mammoth Lakes town;4785.0;21.8;75.9;2.3;135.6
Durham CDP;4784.0;27.5;59.5;13.0;103.5
Waterford city;4771.0;35.4;54.0;10.7;95.5
Huron city;4766.0;35.1;62.4;2.5;166.3
Solvang city;4741.0;19.6;57.0;23.4;84.0
Rosedale CDP;4673.0;33.6;61.3;5.0;101.2
Gonzales city;4660.0;37.5;55.8;6.7;107.9
Calimesa CDP;4647.0;23.6;51.6;24.7;87.0
Winters city;4639.0;33.3;57.9;8.8;93.9
Gridley city;4631.0;29.9;52.1;17.9;83.5
Bermuda Dunes CDP;4571.0;23.0;65.1;12.0;93.2
Salida CDP;4499.0;33.3;58.9;7.7;100.5
El Cerrito CDP;4490.0;33.9;60.9;5.2;102.5
Calistoga city;4468.0;19.7;52.4;27.8;86.7
Cutler CDP;4450.0;40.2;56.2;3.7;142.9
Escalon city;4437.0;30.2;54.1;15.7;88.7
Firebaugh city;4429.0;39.6;53.9;6.5;108.2
El Granada CDP;4426.0;26.7;67.7;5.6;105.8
Myrtletown CDP;4413.0;27.0;59.4;13.6;89.8
Carmel Valley Village CDP;4407.0;21.1;63.8;15.0;92.2
Lakeport city;4390.0;22.8;55.2;22.0;87.5
Crescent City city;4380.0;31.2;54.9;13.9;84.1
Strawberry CDP;4377.0;15.6;71.7;12.7;87.1
Central Valley CDP;4340.0;30.4;55.5;14.1;87.5
Live Oak city;4320.0;32.2;57.5;10.4;92.5
Pollock Pines CDP;4291.0;25.8;59.4;14.8;97.2
Quincy-East Quincy CDP;4271.0;27.3;58.8;14.0;92.4
Carmel-by-the-Sea city;4239.0;10.0;55.1;34.8;71.8
Lincoln Village CDP;4236.0;25.9;59.5;14.6;88.1
Rancho Rinconada CDP;4206.0;24.8;68.3;7.0;109.9
Santa Ynez CDP;4200.0;25.0;61.5;13.4;90.9
Dos Palos city;4196.0;35.5;53.0;11.5;94.0
Running Springs CDP;4195.0;30.2;62.9;6.9;102.6
Portola Valley town;4194.0;19.0;62.0;19.0;94.4
Sonora city;4153.0;20.3;58.9;20.8;82.5
Newman city;4151.0;33.9;55.2;10.9;94.5
South Santa Rosa CDP;4128.0;27.6;61.1;11.3;99.5
Thousand Palms CDP;4122.0;23.9;48.8;27.3;94.4
Imperial city;4113.0;33.1;58.9;8.1;89.3
Bayview-Montalvin CDP;3988.0;31.7;62.3;6.0;94.2
West Menlo Park CDP;3959.0;17.8;63.0;19.2;82.9
Gustine city;3931.0;26.9;55.1;18.0;92.4
Joshua Tree CDP;3898.0;25.5;49.7;24.8;85.6
Lake Of The Pines CDP;3890.0;24.0;50.5;25.5;92.0
Wilton CDP;3858.0;27.0;65.5;7.5;99.5
Crescent City North CDP;3853.0;32.6;55.6;11.7;92.6
Lake San Marcos CDP;3802.0;4.8;33.6;61.6;79.1
Arnold CDP;3788.0;23.9;56.3;19.8;97.5
Ford City CDP;3781.0;30.6;55.4;14.0;89.0
Sunnyslope CDP;3766.0;33.4;58.9;7.7;96.2
Mojave CDP;3763.0;31.8;59.9;8.2;110.6
Broadmoor CDP;3739.0;23.4;62.1;14.4;91.6
Denair CDP;3693.0;34.2;55.6;10.2;92.4
Oak View CDP;3606.0;30.7;60.7;8.6;100.3
Morada CDP;3570.0;23.5;61.5;15.1;99.9
Phoenix Lake-Cedar Ridge CDP;3569.0;25.2;58.6;16.1;95.6
Jackson city;3545.0;19.2;49.5;31.3;80.1
Planada CDP;3531.0;38.9;53.8;7.3;111.3
Buellton CDP;3506.0;25.1;59.5;15.4;98.9
Angwin CDP;3503.0;18.3;71.5;10.2;92.7
El Verano CDP;3498.0;28.5;61.7;9.8;92.7
Truckee CDP;3484.0;27.8;65.0;7.1;110.5
Bishop city;3475.0;20.8;56.0;23.2;86.6
Mount Shasta city;3460.0;27.4;56.9;15.7;82.8
Woodbridge CDP;3456.0;31.2;60.0;8.9;104.8
Burney CDP;3423.0;31.7;55.3;13.0;93.9
Hilmar-Irwin CDP;3392.0;29.7;56.4;13.9;95.4
North El Monte CDP;3384.0;23.8;61.3;14.9;87.6
Weaverville CDP;3370.0;26.9;55.1;18.0;86.3
Santa Venetia CDP;3362.0;20.3;65.6;14.1;93.2
Pajaro CDP;3332.0;37.4;58.0;4.7;127.0
Meiners Oaks CDP;3329.0;28.4;57.1;14.5;88.8
Emerald Lake Hills CDP;3328.0;22.6;67.4;10.0;99.3
Pacheco CDP;3325.0;15.9;65.2;18.9;87.0
Lake Isabella CDP;3323.0;22.2;47.1;30.8;85.1
Channel Islands Beach CDP;3317.0;19.2;74.6;6.2;122.4
Rio Vista city;3316.0;25.0;57.3;17.8;94.2
Homeland CDP;3312.0;16.8;41.7;41.5;89.9
Wrightwood CDP;3308.0;29.1;61.2;9.7;98.7
Ivanhoe CDP;3293.0;36.3;54.1;9.6;99.9
Monte Sereno city;3287.0;21.5;67.4;11.1;96.3
Casa Conejo CDP;3286.0;26.4;66.3;7.3;100.6
Delhi CDP;3280.0;34.7;56.4;8.9;100.4
East Richmond Heights CDP;3266.0;21.1;65.7;13.2;92.8
Hughson city;3259.0;31.6;57.3;11.0;91.6
Yountville town;3259.0;10.3;41.8;47.9;177.1
Alturas city;3231.0;27.4;54.8;17.8;87.9
Crockett CDP;3228.0;19.4;64.4;16.2;93.4
Vine Hill CDP;3214.0;28.0;64.7;7.3;100.7
Fowler city;3208.0;31.8;53.8;14.4;89.6
Trabuco Highlands CDP;3191.0;33.5;64.8;1.7;96.1
Lenwood CDP;3190.0;34.6;58.8;6.6;99.0
Highgrove CDP;3175.0;32.5;61.6;5.9;103.9
Granite Hills CDP;3157.0;23.9;63.9;12.2;104.4
Armona CDP;3122.0;37.4;54.5;8.1;93.0
Mission Hills CDP;3112.0;30.4;61.3;8.3;97.6
Loyola CDP;3076.0;21.1;64.3;14.6;96.4
Meadow Vista CDP;3067.0;23.6;62.3;14.1;98.6
Weed city;3062.0;26.9;54.4;18.7;86.0
Palmdale East CDP;3052.0;36.3;55.7;7.9;98.3
French Camp CDP;3018.0;22.1;70.9;7.0;233.0
Rio Dell city;3012.0;28.6;57.4;13.9;92.5
Nuevo CDP;3010.0;30.0;58.2;11.8;98.1
Sedco Hills CDP;3008.0;25.8;53.2;20.9;92.5
Moss Beach CDP;3002.0;26.6;66.2;7.2;98.5
Cambrian Park CDP;2998.0;24.3;62.9;12.8;98.9
Cayucos CDP;2960.0;17.6;56.5;25.9;88.2
Brisbane city;2952.0;18.2;72.4;9.4;104.2
Pine Hills CDP;2947.0;27.5;63.1;9.4;94.3
San Antonio Heights CDP;2935.0;24.8;65.8;9.5;98.7
Avalon city;2918.0;25.4;62.9;11.7;110.1
West Bishop CDP;2908.0;25.7;59.4;15.0;95.7
Templeton CDP;2887.0;29.9;56.6;13.5;80.2
Keyes CDP;2878.0;28.4;55.3;16.3;95.2
Tierra Buena CDP;2878.0;26.8;61.7;11.5;96.7
Diamond Springs CDP;2872.0;29.0;53.3;17.6;86.1
Humboldt Hill CDP;2865.0;24.9;61.1;14.0;96.0
Kelseyville CDP;2861.0;29.5;51.0;19.5;83.9
Nevada City city;2855.0;21.8;59.1;19.1;88.9
Coto De Caza CDP;2853.0;30.2;66.4;3.4;96.3
Idyllwild-Pine Cove CDP;2853.0;23.7;60.5;15.9;86.8
Day Valley CDP;2842.0;29.0;64.2;6.8;98.2
Point Dume CDP;2809.0;14.4;68.1;17.5;91.0
Kings Beach CDP;2796.0;26.4;69.8;3.8;136.2
Groveland-Big Oak Flat CDP;2753.0;18.7;54.9;26.4;96.9
Searles Valley CDP;2740.0;34.3;56.5;9.2;106.8
Terra Bella CDP;2740.0;37.9;54.8;7.3;118.2
Lockeford CDP;2722.0;30.0;56.9;13.1;99.4
Calipatria city;2690.0;39.9;52.1;8.1;89.5
Portola Hills CDP;2677.0;28.7;68.8;2.5;102.2
Indian Wells city;2647.0;9.0;53.0;38.1;91.9
Highlands CDP;2644.0;23.4;63.7;12.9;98.0
Sutter CDP;2606.0;31.4;57.0;11.6;93.1
Hayfork CDP;2605.0;30.4;58.5;11.2;99.1
Oakhurst CDP;2602.0;21.9;51.2;26.9;79.6
Mono Vista CDP;2599.0;30.3;58.1;11.6;94.0
Heber CDP;2566.0;36.7;57.1;6.2;87.5
Dixon Lane-Meadow Creek CDP;2561.0;24.6;52.2;23.3;88.7
Montara CDP;2552.0;26.5;67.8;5.8;98.7
Corralitos CDP;2513.0;24.4;60.1;15.5;97.6
Mountain View Acres CDP;2469.0;34.2;58.7;7.1;96.5
Pixley CDP;2457.0;36.0;54.2;9.8;92.1
Forestville CDP;2443.0;25.3;63.7;11.1;94.5
Clearlake Oaks CDP;2419.0;16.5;47.5;36.0;86.3
Oak Park CDP;2412.0;30.3;64.7;5.0;94.4
Angels city;2409.0;24.9;54.8;20.3;83.7
Hidden Meadows CDP;2371.0;18.1;59.4;22.6;98.7
Yosemite Lakes CDP;2367.0;25.5;60.3;14.2;99.9
Strathmore CDP;2353.0;36.3;52.3;11.4;90.1
Rancho Murieta CDP;2336.0;17.6;67.4;15.0;100.1
Romoland CDP;2319.0;31.5;55.9;12.5;107.3
San Joaquin city;2311.0;42.9;51.4;5.8;108.5
Williams city;2297.0;34.3;51.8;13.8;101.6
Aromas CDP;2275.0;29.6;61.7;8.7;96.2
Wofford Heights CDP;2270.0;11.7;47.7;40.6;91.3
Jamul CDP;2258.0;28.5;65.3;6.2;102.5
Borrego Springs CDP;2244.0;17.0;48.8;34.2;103.7
Aptos Hills-Larkin Valley CDP;2205.0;22.5;65.4;12.1;97.1
Frazier Park CDP;2201.0;28.6;59.2;12.2;101.3
Portola city;2193.0;29.5;54.8;15.7;88.2
Jamestown CDP;2178.0;22.1;53.4;24.5;84.7
South Taft CDP;2170.0;31.0;58.3;10.7;102.0
Twain Harte CDP;2170.0;25.0;58.5;16.5;94.4
Squaw Valley CDP;2161.0;23.8;58.5;17.7;103.1
Desert View Highlands CDP;2154.0;31.4;59.6;9.1;97.9
Belvedere city;2147.0;16.6;60.7;22.7;87.2
Glenshire-Devonshire CDP;2133.0;32.9;64.6;2.5;102.7
Dunsmuir city;2129.0;26.5;52.8;20.6;92.6
Las Lomas CDP;2127.0;34.9;59.4;5.7;110.8
Nice CDP;2126.0;20.6;51.5;27.9;93.6
Ross town;2123.0;24.0;62.9;13.1;90.9
Harbison Canyon CDP;2122.0;27.5;65.2;7.3;103.0
Bethel Island CDP;2115.0;11.9;66.6;21.5;102.8
San Andreas CDP;2115.0;20.2;52.2;27.6;76.1
Boron CDP;2101.0;28.4;60.7;10.9;107.0
Chester CDP;2082.0;27.1;58.1;14.7;96.0
Lexington Hills CDP;2064.0;21.6;73.4;5.0;108.1
Taft Heights CDP;2050.0;28.2;58.3;13.5;92.2
Shingle Springs CDP;2049.0;30.7;59.8;9.5;98.0
Fetters Hot Springs-Agua Caliente CDP;2024.0;22.4;63.9;13.7;93.3
Westwood CDP;2017.0;31.4;56.7;11.9;94.2
Lucerne CDP;2011.0;20.0;43.5;36.5;84.9
Rainbow CDP;2006.0;22.0;62.0;16.0;109.7
Riverdale CDP;1980.0;29.0;58.3;12.7;91.7
Guerneville CDP;1966.0;23.0;64.0;13.0;111.7
Mecca CDP;1966.0;35.5;58.8;5.7;148.3
Hidden Valley Lake CDP;1961.0;24.9;58.3;16.8;100.1
Murrieta Hot Springs CDP;1938.0;5.6;37.4;57.0;86.3
Quail Valley CDP;1937.0;31.3;59.3;9.4;107.3
Arbuckle CDP;1912.0;37.2;54.1;8.7;95.8
Parksdale CDP;1911.0;35.8;54.9;9.3;111.0
Poplar-Cotton Center CDP;1901.0;39.9;51.4;8.6;101.8
Richgrove CDP;1899.0;40.7;51.6;7.7;122.7
Weedpatch CDP;1892.0;42.4;53.0;4.6;110.8
Bonsall CDP;1881.0;20.0;69.0;11.1;129.8
Easton CDP;1877.0;29.6;57.5;12.9;92.4
Rolling Hills city;1871.0;21.8;63.0;15.3;99.2
Auberry CDP;1866.0;26.7;53.2;20.1;101.6
Loma Rica CDP;1852.0;26.8;58.6;14.6;101.9
Sutter Creek city;1835.0;20.2;56.5;23.3;83.5
Deer Park CDP;1825.0;20.8;61.3;17.9;86.3
Lagunitas-Forest Knolls CDP;1821.0;21.9;72.7;5.4;98.1
Lone Pine CDP;1818.0;23.9;50.7;25.5;84.5
Hamilton City CDP;1811.0;33.6;57.1;9.3;127.7
Columbia CDP;1799.0;18.7;55.4;25.9;90.7
Cottonwood CDP;1747.0;30.1;56.2;13.7;85.6
Soulsbyville CDP;1732.0;29.7;55.5;14.8;90.0
Hidden Hills city;1729.0;27.2;64.4;8.4;90.3
San Martin CDP;1713.0;30.0;63.5;6.5;122.9
Valley Center CDP;1711.0;25.1;57.0;17.9;96.3
Los Molinos CDP;1709.0;25.0;52.4;22.6;85.8
Val Verde CDP;1689.0;37.2;58.4;4.4;115.7
Winchester CDP;1689.0;31.0;57.7;11.3;97.6
Tuolumne City CDP;1686.0;29.2;55.0;15.8;85.0
East Sonora CDP;1675.0;18.6;53.6;27.8;83.3
Del Rey Oaks city;1661.0;17.9;66.5;15.6;88.8
Parkwood CDP;1659.0;33.2;59.0;7.8;96.5
Kernville CDP;1656.0;21.7;50.6;27.7;91.6
Sunnyside-Tahoe City CDP;1643.0;22.8;73.4;3.8;117.7
London CDP;1638.0;40.7;55.7;3.7;132.5
Wheatland city;1631.0;29.8;56.1;14.1;83.2
Murrieta CDP;1628.0;29.0;57.8;13.2;96.9
Caruthers CDP;1603.0;33.8;54.6;11.6;90.1
Temelec CDP;1594.0;0.2;36.9;62.9;74.5
Bear Valley Springs CDP;1593.0;27.6;57.6;14.9;100.3
Cabazon CDP;1588.0;28.3;51.7;20.0;89.5
Biggs city;1581.0;34.5;52.0;13.5;87.5
Willow Creek CDP;1576.0;27.3;58.4;14.3;100.2
San Juan Bautista city;1570.0;29.4;58.7;11.9;93.7
Woodville CDP;1557.0;40.7;51.4;8.0;114.4
Lake Nacimiento CDP;1556.0;23.7;58.6;17.7;99.8
McCloud CDP;1555.0;26.6;53.9;19.5;91.4
Home Garden CDP;1549.0;39.7;51.9;8.4;105.7
Morongo Valley CDP;1544.0;26.5;53.6;19.9;91.7
Murphys CDP;1517.0;19.8;47.2;33.0;80.0
Cutten CDP;1516.0;26.2;62.9;10.9;89.3
East Blythe CDP;1511.0;34.1;57.4;8.5;96.4
Esparto CDP;1487.0;32.5;53.7;13.8;99.8
Woodacre CDP;1478.0;23.1;70.2;6.8;105.6
Cobb CDP;1477.0;34.3;57.5;8.2;102.7
Acton CDP;1471.0;28.6;64.9;6.5;97.4
Elkhorn CDP;1458.0;28.1;64.5;7.4;108.3
Dollar Point CDP;1449.0;21.1;71.6;7.2;110.5
Lakeview CDP;1448.0;30.8;57.9;11.3;108.8
Inverness CDP;1422.0;19.2;64.7;16.1;86.2
Laton CDP;1415.0;37.1;53.6;9.3;95.6
Montague city;1415.0;32.9;55.6;11.4;87.2
Kettleman City CDP;1411.0;40.0;56.8;3.3;133.3
Foresthill CDP;1409.0;28.9;58.1;13.1;107.5
Graton CDP;1409.0;24.7;60.5;14.8;89.8
Greenville CDP;1396.0;28.4;51.5;20.1;86.9
Concow CDP;1392.0;25.6;58.0;16.5;108.0
Tipton CDP;1383.0;36.8;51.8;11.4;99.5
Westmorland city;1380.0;37.0;54.0;9.1;96.8
Linden CDP;1339.0;30.1;58.6;11.4;97.5
Ferndale city;1331.0;26.1;58.1;15.8;89.0
Littlerock CDP;1320.0;33.9;60.2;6.0;111.9
Bayview CDP;1318.0;26.8;57.2;16.0;96.1
Colfax city;1306.0;26.6;56.3;17.1;86.0
Buttonwillow CDP;1301.0;37.2;52.7;10.1;104.3
Occidental CDP;1300.0;26.9;63.0;10.1;106.1
Pine Valley CDP;1297.0;27.9;59.9;12.2;101.1
Bootjack CDP;1295.0;25.4;57.7;16.9;89.8
Julian CDP;1284.0;25.2;60.0;14.8;101.0
Bodfish CDP;1283.0;15.9;48.4;35.7;92.7
North Edwards CDP;1259.0;33.2;60.4;6.4;106.1
Penn Valley CDP;1242.0;21.3;56.4;22.3;87.4
Blue Lake city;1235.0;24.5;64.0;11.5;94.8
Seeley CDP;1228.0;38.9;54.1;7.0;90.8
Lower Lake CDP;1217.0;21.9;52.8;25.2;91.9
South Dos Palos CDP;1214.0;43.3;49.3;7.3;101.8
Lost Hills CDP;1212.0;33.6;64.8;1.7;210.8
Redway CDP;1212.0;28.3;56.4;15.3;88.9
Le Grand CDP;1205.0;37.2;52.3;10.5;101.3
Maricopa city;1193.0;31.9;57.8;10.4;101.7
Glen Ellen CDP;1191.0;27.9;63.0;9.2;88.4
Lewiston CDP;1187.0;25.4;56.2;18.4;99.8
Niland CDP;1183.0;25.7;52.7;21.6;103.5
Mi-Wuk Village CDP;1175.0;30.2;55.8;14.0;93.9
Big Pine CDP;1158.0;20.4;54.5;25.1;88.2
Piru CDP;1157.0;27.9;58.7;13.4;118.3
Mountain Mesa CDP;1153.0;23.1;47.4;29.6;91.2
Mariposa CDP;1152.0;17.7;47.4;34.9;72.1
Del Rey CDP;1150.0;38.5;54.7;6.8;112.3
Eldridge CDP;1144.0;24.2;66.0;9.8;88.9
Tahoe Vista CDP;1144.0;24.0;69.4;6.6;104.5
Gerber-Las Flores CDP;1143.0;29.1;52.8;18.1;96.1
Laytonville CDP;1133.0;29.6;58.9;11.6;98.5
Hydesville CDP;1131.0;28.6;56.9;14.5;94.9
Bodega Bay CDP;1127.0;13.1;69.0;17.8;105.7
San Miguel CDP;1123.0;35.0;56.0;9.0;101.1
Westhaven-Moonstone CDP;1109.0;26.8;61.7;11.5;104.0
Colma town;1103.0;25.4;62.9;11.7;96.9
Bolinas CDP;1098.0;22.5;70.7;6.8;95.2
Challenge-Brownsville CDP;1096.0;22.3;52.2;25.5;93.2
South Lake CDP;1059.0;15.3;44.8;39.9;90.9
Monte Rio CDP;1058.0;22.7;65.2;12.1;111.4
Covelo CDP;1057.0;30.3;54.7;15.0;89.9
Irwindale city;1050.0;34.5;57.8;7.7;93.8
Tulelake city;1010.0;33.4;51.6;15.0;92.3
